DATE,7am,8am,9am,10am,11am,12pm,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm,12am,1am,2am,3am,4am,5am,6am
2021-08-02,x,x,1,1,1,4,1,?,0,1,1,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-03,x,x,2,2,5,5,0,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-04,x,x,0,0,4,3,3,4,3,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-05,x,x,0,3,5,7,4,2,2,3,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-06,x,x,0,0,1,0,0,1,1,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-07,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-08,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-09,x,x,0,1,2,0,2,2,2,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-10,x,x,0,0,0,2,3,3,1,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-11,x,x,0,1,2,3,2,5,1,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-12,x,x,0,1,1,0,0,1,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-13,x,x,0,1,1,0,2,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-16,x,x,0,2,2,2,1,3,4,4,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-17,x,x,0,0,0,0,0,4,5,3,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-18,x,x,0,0,1,1,0,2,4,4,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-19,x,x,0,2,2,2,1,5,5,3,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-20,x,x,0,0,1,0,2,2,1,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-08-23,1,2,5,3,2,6,6,0,1,3,3,3,1,0,1,3,0,0,0,0,0,0,0,0
2021-08-24,0,0,1,5,4,3,2,3,6,7,2,0,0,0,2,3,1,0,0,0,0,0,0,0
2021-08-25,1,1,12,47,36,50,29,31,42,45,30,13,6,3,4,4,1,0,0,0,0,0,0,0
2021-08-26,1,4,14,22,47,37,27,38,31,28,?,10,4,5,2,2,1,0,0,0,0,0,0,0
2021-08-27,0,3,19,66,32,35,29,31,18,16,?,?,?,?,?,?,?,0,0,0,0,0,0,0
2021-08-28,x,x,2,4,7,5,3,5,?,?,12,8,2,2,x,x,x,x,x,x,x,x,x,x
2021-08-29,1,5,4,5,7,5,?,?,11,15,22,22,7,7,7,6,5,2,0,0,0,0,0,0
2021-08-30,3,6,19,75,34,32,42,61,49,52,50,18,9,6,7,17,10,6,0,0,0,0,0,0
2021-08-31,1,3,15,33,38,35,40,49,46,39,23,19,14,19,19,10,7,5,2,1,2,1,1,1
2021-09-01,1,3,21,69,38,47,67,75,58,39,69,31,12,26,20,18,12,10,1,0,0,0,0,1
2021-09-02,2,4,14,27,49,37,42,53,51,52,34,20,21,18,20,23,15,11,8,1,1,1,1,1
2021-09-03,2,5,13,30,42,65,51,46,41,37,21,11,9,7,5,x,x,x,x,x,x,x,x,x
2021-09-04,x,x,x,3,17,20,28,22,25,27,26,25,9,3,3,x,x,x,x,x,x,x,x,x
2021-09-05,x,x,x,5,16,21,25,26,29,49,32,27,14,25,21,12,?,9,2,1,1,1,0,1
2021-09-06,0,3,21,28,?,31,30,49,40,47,46,41,29,18,?,?,?,?,?,?,?,?,?,?
2021-09-07,2,6,21,33,31,49,40,47,46,41,29,18,15,23,27,21,18,18,12,1,1,1,1,0
2021-09-08,2,3,12,59,65,68,71,73,70,65,37,41,31,25,19,26,15,14,14,7,4,0,0,0
2021-09-09,2,3,6,17,35,41,45,42,43,44,35,17,15,17,14,18,12,6,4,1,1,1,2,1
2021-09-10,1,5,28,65,29,49,36,41,33,?,19,10,10,11,x,x,x,x,x,x,x,x,x,x
2021-09-11,x,x,x,5,17,17,20,31,37,39,33,22,22,14,x,x,x,x,x,x,x,x,x,x
2021-09-12,x,x,x,7,27,33,50,57,64,57,49,33,39,26,33,20,12,8,3,1,0,0,0,0
2021-09-13,2,3,31,66,76,44,50,62,65,69,43,28,32,38,26,22,14,18,8,6,1,2,0,0
2021-09-14,3,9,32,28,33,50,45,55,48,46,35,24,33,60,55,60,55,48,12,10,3,3,0,0
2021-09-15,0,3,40,70,48,40,56,58,49,79,63,50,55,58,60,64,41,47,23,?,?,?,?,?
2021-09-16,4,4,20,29,51,47,63,55,46,?,60,56,23,39,20,29,24,14,?,?,?,?,?,?
2021-09-17,0,5,21,64,45,54,29,28,29,32,77,19,17,10,x,x,x,x,x,x,x,x,x,x
2021-09-18,x,x,x,3,21,26,35,35,34,37,26,13,15,15,x,x,x,x,x,x,x,x,x,x
2021-09-19,x,x,x,4,24,35,54,67,64,77,64,45,37,53,50,59,35,20,28,28,19,11,4,0
2021-09-20,2,2,33,75,70,37,68,59,48,51,63,43,35,60,57,32,45,36,30,26,20,9,5,3
2021-09-21,4,11,21,34,53,73,55,52,49,43,57,49,32,38,67,70,69,35,?,?,?,?,?,?
2021-09-22,3,4,13,78,68,60,68,59,48,86,73,63,54,106,90,65,53,37,32,23,18,12,5,0
2021-09-23,5,7,13,41,48,45,78,68,69,71,55,37,45,54,54,47,33,15,10,10,8,6,2,0
2021-09-24,2,3,10,31,43,46,56,?,36,29,18,12,11,10,x,x,x,x,x,x,x,x,x,x
2021-09-25,x,x,x,2,4,12,17,19,27,38,39,21,16,14,x,x,x,x,x,x,x,x,x,x
2021-09-26,x,x,x,6,33,36,48,70,60,75,64,47,39,57,53,47,46,35,25,22,7,4,4,3
2021-09-27,5,6,18,54,68,48,56,44,39,73,67,43,54,64,78,68,29,18,18,7,5,3,3,2
2021-09-28,3,11,14,29,47,45,46,47,72,67,69,55,51,72,77,77,51,41,26,21,11,9,8,5
2021-09-29,4,4,11,16,75,62,70,64,71,85,81,58,39,59,65,68,49,37,23,14,8,5,3,1
2021-09-30,2,5,20,32,34,51,52,38,49,44,35,27,27,46,52,48,31,28,16,8,2,3,3,1
2021-10-01,4,7,15,41,50,?,29,41,35,32,19,13,16,13,x,x,x,x,x,x,x,x,x,x
2021-10-02,x,x,x,1,16,27,38,43,47,44,36,27,13,17,x,x,x,x,x,x,x,x,x,x
2021-10-03,x,x,x,1,10,30,56,62,70,68,45,31,49,61,54,46,34,19,14,8,5,3,2,2
2021-10-04,3,6,17,64,91,78,75,72,51,52,48,37,66,82,73,62,52,43,24,6,5,4,6,5
2021-10-05,5,12,19,27,48,49,72,60,81,74,43,60,48,77,94,79,72,31,?,?,?,?,?,?
2021-10-06,5,5,16,51,57,67,75,87,71,91,81,57,45,60,85,72,51,44,19,12,7,6,8,5
2021-10-07,4,8,15,23,47,52,66,50,47,68,41,29,40,48,57,58,41,33,44,34,20,7,6,3
2021-10-08,4,8,12,39,63,46,56,53,51,44,25,18,13,14,x,x,x,x,x,x,x,x,x,x
2021-10-09,x,x,x,6,11,18,36,34,45,51,47,32,28,30,x,x,x,x,x,x,x,x,x,x
2021-10-10,x,x,x,1,16,35,45,58,59,47,47,47,48,56,60,54,58,33,29,18,10,4,3,2
2021-10-11,2,7,4,9,82,90,96,92,90,85,78,49,48,73,64,51,49,35,12,9,3,0,0,0
2021-10-12,3,7,10,36,40,31,63,67,60,54,60,33,40,46,53,57,39,35,15,15,5,4,2,2
2021-10-13,4,8,12,46,33,35,29,26,29,26,16,12,8,6,12,12,9,x,x,x,x,x,x,x
2021-10-14,x,x,0,4,7,4,5,4,15,17,11,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-10-15,x,x,0,2,5,6,8,10,17,20,19,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-10-16,x,x,x,0,2,5,14,16,22,26,23,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-10-17,x,x,x,2,13,19,24,33,31,34,23,20,27,19,32,40,38,18,10,8,6,2,1,1
2021-10-18,3,5,7,73,107,120,69,70,59,71,78,64,37,57,83,78,66,31,28,9,7,2,1,1
2021-10-19,4,8,23,35,43,57,65,68,62,65,57,87,55,87,88,102,80,57,28,16,7,3,2,1
2021-10-20,5,16,27,63,58,68,80,76,76,85,83,68,?,?,102,91,92,57,28,111,88,19,16,6
2021-10-21,5,8,16,43,55,54,78,64,75,80,55,38,40,52,50,44,36,67,47,?,?,?,?,?
2021-10-22,7,10,15,50,48,51,45,33,29,27,19,9,6,6,x,x,x,x,x,x,x,x,x,x
2021-10-23,x,x,x,3,12,14,22,24,26,54,50,36,17,19,x,x,x,x,x,x,x,x,x,x
2021-10-24,x,x,x,4,18,31,52,59,70,78,76,48,36,60,63,62,52,47,21,14,11,7,8,5
2021-10-25,5,4,19,67,75,83,66,53,78,98,91,76,81,73,83,76,61,36,23,8,5,4,5,6
2021-10-26,7,12,44,43,53,46,52,65,72,49,58,?,?,49,82,80,68,36,24,13,5,5,4,2
2021-10-27,4,5,32,60,48,56,68,64,50,59,57,47,?,43,52,57,60,51,29,12,6,4,4,3
2021-10-28,6,3,6,25,44,52,71,73,83,53,38,33,30,26,42,30,29,52,20,18,10,6,2,2
2021-10-29,4,6,10,47,54,60,?,?,33,35,28,26,21,16,x,x,x,x,x,x,x,x,x,x
2021-10-30,x,x,x,1,7,15,21,28,38,40,35,30,23,20,x,x,x,x,x,x,x,x,x,x
2021-10-31,x,x,x,1,8,21,30,43,48,38,33,36,28,20,15,8,10,28,18,9,2,2,2,3
2021-11-01,5,8,14,70,64,72,65,80,96,101,95,71,71,63,90,48,72,57,34,23,11,5,5,5
2021-11-02,3,12,22,32,65,44,83,74,65,73,67,57,82,98,92,52,38,29,14,8,3,3,2,1
2021-11-03,7,5,31,71,74,78,65,53,62,82,78,68,76,64,94,97,78,45,31,16,8,5,1,1
2021-11-04,5,8,19,30,43,64,75,81,64,95,74,38,30,41,44,39,40,55,48,28,16,7,6,7
2021-11-05,6,12,21,46,61,65,62,43,41,39,28,12,12,12,x,x,x,x,x,x,x,x,x,x
2021-11-06,x,x,x,1,9,15,24,28,27,36,31,21,10,10,x,x,x,x,x,x,x,x,x,x
2021-11-07,x,x,x,2,27,33,40,36,29,32,37,36,41,46,55,57,50,?,?,?,?,?,?,?
2021-11-08,5,10,39,69,58,68,72,70,81,85,76,61,57,70,91,61,55,41,31,10,6,0,0,0
2021-11-09,6,12,22,46,53,49,71,57,63,77,65,74,79,88,73,70,68,35,26,4,4,3,4,4
2021-11-10,6,8,36,71,78,87,73,65,78,81,76,63,54,57,69,49,43,50,28,21,15,10,10,6
2021-11-11,5,10,22,51,53,59,71,59,68,70,51,26,34,41,48,50,43,32,21,12,7,2,3,3
2021-11-12,2,4,15,52,56,53,37,42,47,42,39,31,12,7,x,x,x,x,x,x,x,x,x,x
2021-11-13,x,x,x,4,7,19,33,34,31,45,36,22,15,13,x,x,x,x,x,x,x,x,x,x
2021-11-14,x,x,x,3,24,50,58,65,58,61,55,32,21,46,68,69,54,?,?,?,?,?,?,?
2021-11-15,2,12,?,55,81,64,74,79,86,93,86,68,60,49,102,89,82,47,26,9,8,4,3,3
2021-11-16,4,8,17,61,67,84,69,82,96,93,72,56,62,76,95,102,94,57,37,28,18,12,3,2
2021-11-17,4,9,38,48,58,74,85,70,74,88,83,60,67,88,93,82,87,72,51,35,17,11,4,2
2021-11-18,10,17,25,48,61,77,65,54,76,78,64,41,30,33,23,19,22,63,45,36,27,16,14,11
2021-11-19,3,2,10,13,50,37,54,49,22,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-20,x,x,x,0,2,0,1,2,3,2,1,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-21,x,x,x,3,4,4,2,6,3,2,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-22,x,0,2,2,2,5,4,5,5,4,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-23,x,0,0,0,3,6,4,6,5,8,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-24,x,1,1,2,3,3,4,6,3,4,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-27,x,x,x,0,4,8,12,14,16,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x
2021-11-28,x,x,x,11,16,0,7,18,20,29,26,34,41,36,25,30,27,28,23,20,?,?,?,?
2021-11-29,0,3,21,53,82,77,87,91,102,61,61,62,64,71,84,87,62,?,14,3,2,1,1,1
2021-11-30,5,11,23,35,49,67,93,85,89,?,?,38,65,76,93,89,77,57,47,26,12,10,4,4
